"","COMID","Order","Ct_Area","Ws_Area","FertCat","BFICat","Ws_CnDn","Ws_MnDn","Ws_DmDn","Ws_DmNr","Ct_Elev","W_NPDES","Ws_SFDn","Ws_TRI","W_B_TRI","Ct_Ag_K","Ct_Kf","Ct_NnCr","Ct_PctS","Ct_PctA","Ws_PctC","Ws_PctA","Ws_MD_1","W_NABDN","Ct_Ow","Ws_Ow","Ct_B_Cr","Ws_B_Ow","Ws_B_Bl","Ct_Ps97","Ct_Pr10","Ct_Tmx10","Ct_Tmn10","Ct_B_RD","Ct_RdCr","Ct_RdCS","Ws_RdCr","Ws_RdCS","Ct_Rnff","Ct_Om","Ct_Perm","Ct_RckD","Ct_WtDp","Ct_B_Pp","Ws_B_Pp","Ct_WtIn","Ws_WtIn","Ct_CaO","BIO17_x","HUC8_B1","PctGlTC","PctGlLC","PctGlTW","PctGlLW","PctElWs","PLLUC10","PHLUC10","PFrC100","PHGC100","PWtC100","PLLUW10","PHLUW10","PWtW100"
"9.25679",13361838,8,0.2907,218355.6375,0,50,0.02144439,0,0.006924483,44395.96347,178.8551703,0.00057704,0.000490026,0.007093932,0.004342823,0,0.123993808,0,23.83900929,76.16099071,0,1.904781552,0.00087014,49192.63348,60.0619195,4.501761261,0,0.607787124,0.051920456,0.020833112,921.1659597,15.07220171,9.325046327,3.725051335,0,0,0.320435968,0.002293431,276,0.943915858,4.086278317,145.4645955,174.2116505,5.395033453,21.38725728,1359.424149,921.8570544,22.67821,108,183.2663711,0,0,55.677701979,25.487644484,0.120915907,0,0,0,0,100,5.676037163,0.452888643,17.031674274
"9.25680",13361840,8,0.2637,218355.9012,0,50,0.02144436,0,0.006924475,44395.90985,178.7277133,0.00057704,0.000490026,0.007093923,0.004342816,0,0.167713311,0,25.59726962,74.40273038,0,1.904869105,0.000870139,49192.57407,76.79180887,4.501848563,0,0.607786064,0.051920365,0.049505162,921.1244155,15.07402591,9.332405413,0.486253787,0,0,0.320435581,0.002293428,276,0.933426295,3.944485597,145.2195885,175.5375309,9.454960797,21.38723648,1435.982935,921.8576753,19.74986,108,183.2663711,0,0,55.677634736,25.48761371,0.120915761,0,0,0,0,100.000000003,5.676027265,0.452887853,17.031818955
"9.25681",13361842,8,0.4005,218356.3017,0,50,0.02144433,0,0.006924462,44395.82843,179.0001348,0.000577039,0.000490025,0.00709391,0.004342799,0,0.334382022,0,31.23595506,68.76404494,0,1.904991735,0.000870137,49192.48385,51.91011236,4.501935517,0,0.60778378,0.05192017,0.301652558,921.18402,15.05943843,9.319499629,0.474097443,0,0,0.320434993,0.002293424,276,0.936935484,3.990576923,145.2992308,175.1065385,39.85649736,21.38730589,1379.988764,921.8585155,18.29194,108,183.2663711,0,0,55.677532612,25.487566957,0.120915539,0,0,0,0,100,5.676005934,0.452886151,17.032130765
"9.25682",13361854,8,10.7136,218367.0153,0.413726478,49.58215726,0.02144327,0,0.006924123,44393.65026,185.7234316,0.00057701,0.000490001,0.007093562,0.004342379,0.001433972,0.299176747,0,25.00840054,66.92708333,0,1.908181872,0.000870095,49190.07035,35.04704301,4.503434132,0,0.607896284,0.051915142,2.267734021,920.3811415,15.04811879,9.312175441,2.230104104,0.093339307,3.78e-06,0.320423851,0.002293311,276,1.274923865,5.842720274,149.8018991,143.5784217,47.23874754,21.38980913,1202.922295,921.8723052,17.70257,108,183.2663711,0,0,55.674800951,25.486316477,0.120909607,8.134119839,4.129152437,2.297423161,0.838248991,82.83141882,5.676243957,0.453242131,17.038502223
"9.25683",13361862,8,1.5804,218380.5783,0.646924829,49,0.02144194,0,0.006923693,44390.8931,183.7308428,0.000576974,0.00048997,0.007093122,0.004341952,0.002574032,0.020022779,0,0,48.80410023,0,1.910116152,0.000870041,49187.01529,76.93621868,4.504895663,0,0.607881621,0.051910039,9.627827962,917.7958,15.0631403,9.341406194,4.328617081,0,0,0.320436005,0.002293476,276,1.462110092,7.345740181,152.4,128.0748943,15.69106598,21.3890327,1088.876993,921.8731187,10.78468,109,183.2663711,0,0,55.671821621,25.484733597,0.120902098,26.271186436,31.779661012,8.050847458,22.88135593,11.01694915,5.677234083,0.453952077,17.039205141
"9.25684",13361864,8,2.5848,219158.2296,0.519150418,49,0.02136586,0,0.006917377,44317.02004,184.1513823,0.000574927,0.000488232,0.007090767,0.004320127,0.00014624,0.029435933,0,0,18.59331476,0,1.924622182,0.000871516,49096.12388,63.54456825,4.49207854,0,0.605430242,0.051825573,12.00680344,916.8121761,15.05977775,9.343579214,2.647144931,0,0,0.32074999,0.002299267,276,1.36,8.1,152.4,136.68,11.96205634,21.34162065,1134.437674,921.3386169,25.16806,109,183.2663711,0,0,55.629279778,25.395051698,0.195193902,7.355021216,0,14.56859972,3.818953324,72.70155587,5.674200366,0.45199927,16.968296107
"9.25685",13361866,8,46.7766,219205.0062,34.87335976,49,0.0213613,0,0.0069159,44307.56314,182.6898746,0.000574804,0.000488128,0.007098378,0.004319425,0.065000385,0.108768423,0,0,37.18782468,0,1.932147068,0.00087133,49085.64716,29.7033132,4.497458416,0.16562385,0.605813311,0.051817151,96.04351805,915.4119559,15.09233875,9.394339206,1.218395839,0,0,0.320681545,0.002298776,276,1.087264455,21.62056373,152.0473259,70.66420297,9.088557888,21.33962957,1129.362989,921.3830076,15.52316,110,183.2663711,0,0,55.617408929,25.389632593,0.199982659,2.557968347,0.828119249,9.109311741,3.735737946,80.64041222,5.673693989,0.452060388,16.97864262
"9.25689",13361902,4,4.0446,526.005,8.624610592,53.74454829,0,0,0,0,207.7728772,0.001901123,0.001901123,0.003802245,0,0.061437472,0.346368491,0,98.73164219,0,0,5.204380187,0.001901123,0,0.445037828,0.02652066,1.025641026,0.030190838,0.039724787,5.054578738,922.1611355,14.59476488,8.854459355,0.900964579,0,0,0.507599738,0.006248598,276,1.01082777,3.75681798,125.2032243,164.2055162,14.39957236,15.19394684,725.8818425,756.334405,36.51774,102.666666666667,183.2663711,0,0,0,0,6.332620412,0,0,62.564102568,10,24.487179488,4.762207427,0.224047796,1.284699601
"9.25693",13361916,4,0.9783,128.916,0,54,0,0,0,0,180.8404048,0,0,0.007756989,0,0,0.224158234,0,0,0,0,0,0,0,47.19411224,0.361630829,0,0.022937095,0,2.273272135,922.2696067,14.81849823,9.017031015,0.342278413,0,0,0.519718266,0.005518686,276,1.35,3.93,152.4,132.74,20.74250907,25.07869175,1082.435143,750.5457484,36.51774,100,183.2663711,0,0,0,0,12.60681374,0,0.609756098,0,0,96.951219514,3.90217329,0.08314697,2.161821206
"9.25698",13361934,4,9e-04,203.508,0,51,0,0,0.019655247,90073.83631,196.82,0,0,0,0,0,0.34,0,100,0,0,0.001768972,0,90073.83631,0,1.172828587,0,0.010958003,0.041092513,140.3676758,940.460022,14.91158962,9.033177376,1.4241997,0,0,0.407846375,0.004079655,276,0.87,3.32,152.4,162.45,3.130843203,8.389184656,782,749.8910357,17.5604,112.5,183.2663711,0,0,91.38996993,0,8.483548558,0,0,100,0,0,5.52283374,0.038353012,0.468454648
"9.25703",13362344,8,6.8391,219211.8453,7.545729701,49,0.02136063,0,0.006915685,44306.1808,182.0883748,0.000574786,0.000488112,0.007098157,0.004319283,0.008264245,0.021608106,0,0,11.31727859,0,1.932439871,0.000871303,49084.11576,70.66719305,4.499522818,4.003639672,0.605793403,0.051815448,19.60221804,905.1256205,15.08961436,9.475138709,1.605380556,0,0,0.32067154,0.002298705,276,0.941532258,19.10751678,146.438255,93.45771812,5.831514729,21.33911992,1254.607054,921.3934037,26.4308,110,183.2663711,0,0,55.615673746,25.38884047,0.19997642,6.915377616,0,13.73976342,3.093721565,72.24749773,5.673734795,0.452045532,16.980458926
"9.25708",13366128,8,0.1692,211209.1479,4.739361702,54,0.02216998,0,0.007016742,45165.42804,226.0303191,0.000582361,0.000492403,0.007182454,0.004437546,0.017553191,0.198670213,0,0.531914894,46.27659574,0,1.831090859,0.000871174,50151.47905,26.06382979,4.615535736,0,0.636524783,0.052261614,17.80386479,922.1696307,14.68018158,8.941784392,0.999527097,0,0,0.314991091,0.002214296,276,0.75,3.4,127.02,179.96,17.62517588,21.92175111,694.5053191,926.6283885,28.6604,100,183.2663711,0,0,55.484052877,26.344466874,0.010900096,0,0,100,0,0,5.734298504,0.464351164,17.731835158
"9.25709",13366134,8,2.9358,211393.1394,7.523911711,54,0.02215069,0,0.007010634,45126.11714,208.1139945,0.000581854,0.000491974,0.007185664,0.00443069,0.013028817,0.143991416,0,5.150214592,44.38994482,0,1.830674738,0.000870416,50107.82841,46.44389945,4.613095026,1.775147929,0.635617258,0.052180866,21.00443047,921.8533167,14.59662604,8.872786821,1.229709911,0,0,0.31516633,0.002217439,276,0.765060241,3.409226306,127.4618182,179.1379884,17.78197991,21.92356999,810.9248927,926.4738903,27.84323,100,183.2663711,0,0,55.435760889,26.321537281,0.022944784,0,0,55.22682446,0.788954635,42.209072975,5.73142317,0.463757132,17.713100116
"9.25711",13366192,8,1.6137,219460.1094,15.37088678,48,0.02133647,0,0.006912418,44256.18874,201.3518907,0.000574136,0.00048756,0.007090127,0.004312743,0.047322922,0.157150028,0,0,0,0,1.933145806,0.000870318,49028.58939,51.31065254,4.504288605,0,0.604912017,0.051757896,36.60893947,888.2136888,15.02187696,9.373496218,2.069845676,0,0,0.32093304,0.002301672,276,0.75,3.4,127.02,179.96,6.901580488,21.31790171,1268.83324,921.3411522,16.82333,109,183.2663711,46.01226994,0,55.647644414,25.360119369,0.199750197,0,0,88.88888889,0,11.11111111,5.676113983,0.451579062,16.966644507
"9.25712",13375513,6,0.1278,4835.6145,0,50,0,0,0.00392918,4434.862059,179.7016901,0.000413598,0,0.004963175,0.002912521,0,0.25415493,0,0,100,0,3.231175686,0.001033995,3282.399918,79.57746479,0.343054642,0,0.051551616,0.056619402,2.19398298,910.72052,14.96346188,9.216801643,1.401692812,0,0,0.480600759,0.003765815,276,1.144507042,15.68056338,152.4,103.2642254,6.02175313,11.25374962,1210.732394,789.2126109,17.5168,103,193.0071825,0,0,87.76825572,0,0,0,0,0,0,100,4.436060268,0.256971701,1.782812167
"9.25723",13411212,6,1.1502,2682.4923,66.81220657,54.44679186,0,0,0.00633739,2222.109678,246.9029734,0,0,0.001863938,0.001811628,0.272441315,0.326807512,0,0,0,0,1.658353316,0,2117.729151,0.312989045,0.168391909,76.1627907,0.084784175,0.019402532,139.8053377,889.5928091,14.43138299,8.530719988,0.76420236,0,0,0.533831914,0.006499045,285,1.07741784,3.004929577,119.3949296,178.5947887,8.957898935,12.60323474,821.0226917,743.4282003,30.213,99.5,202.1878788,100,0,2.764727414,0,0,3.488372093,0,0,18.60465116,1.744186047,5.079876476,0.19239486,2.153355008
"9.25727",13411244,4,0.7398,109.2249,67.41970803,61.0486618,0,0,0,0,260.0520925,0,0,0.009155422,0,0.326277372,0.36,0,0,0,0,0,0,0,0,0,51.20772947,0,0,119.6263793,907.8292701,14.25959909,8.532638405,2.195065975,1.35171668,0.003956231,0.686656614,0.006661727,285,0.61,3.21,124.15,178.3,19.11419332,41.25195398,832.3710462,774.359028,34.02101,104,202.1878788,100,0,100,0,0,6.280193237,0,8.212560386,34.299516911,0,7.200664038,0.1826105,0.514629591
"9.25744",13413102,6,0.144,2821.9455,70.14375,55,0,0,0.006024213,2112.298802,236.4513125,0.000354365,0,0.004606751,0.0017338,0.29025,0.36,0,0,0,0,1.576401812,0.000354365,2013.076489,8.125,0.161983993,58.92857143,0.081141853,0.019193169,194.3120077,889.2202454,14.48035205,8.58495059,1.539210583,0,0,0.538989856,0.006441072,285,0.686,3.178,123.408,178.346,8.951292099,13.57143101,1003.6375,745.9661419,17.88563,100,202.1878788,100,0,7.27942478,0,0,23.214285711,0,0,16.07142857,1.785714286,5.134718883,0.246858484,2.109220056
"9.25746",13413106,6,0.7254,2683.2177,63.57692308,54.34243176,0,0,0.006335677,2221.508937,238.024665,0,0,0.001863434,0.001810943,0.238585608,0.320545906,0,0,0,0,1.657904985,0,2117.156629,3.473945409,0.169285556,56.89655172,0.084752116,0.019395196,136.7908003,889.1804835,14.47653949,8.57445208,2.616091286,1.378549766,1.38e-05,0.534060281,0.006497291,285,1.280421836,2.927717122,117.6045658,178.7057816,8.951292099,12.60185385,963.8387097,743.4877876,21.4385,99.75,202.1878788,100,0,2.791014683,0,0,8.189655173,0.862068966,1.293103448,18.965517239,13.793103448,5.081052361,0.19264808,2.157756285
"9.25748",13413110,4,0.3429,109.5678,71.7007874,61,0,0,0,0,251.0839633,0,0,0.009126769,0,0.268503937,0.327244094,0,0,0,0,0,0,0,0,0,49.29577465,0,0,139.7641497,905.6444593,14.29485888,8.536424369,0.680161288,0,0,0.684507675,0.006640878,285,0.619973753,3.202440945,123.9747244,178.3108661,23.92547881,41.15044144,897.3989501,774.74409,36.51774,104,202.1878788,100,0,100,0,0,0,0,22.53521127,28.16901408,0,7.158476709,0.18154062,0.511614473
"9.25750",13413114,6,0.0324,2719.9872,53.16666667,54,0,0,0.006250029,2191.477997,234.5833333,0,0,0.001838244,0.001792655,0.183333333,0.3,0,0,0,0,1.635492991,0,2088.53635,0,0.166997109,51.85185185,0.083896272,0.019844695,171.4883177,888.9663493,14.47094753,8.580834203,4.441149235,0,0,0.531987798,0.006447608,285,1.37,2.89,116.73,178.76,8.951292099,12.57460339,1226.638889,744.1655604,17.40788,100,202.1878788,100,0,4.10511123,0,0,0,0,7.407407407,0,40.74074074,5.082178012,0.194736154,2.146131172
"9.25751",13413116,6,0.8118,2731.1085,65.00886918,54.26940133,0,0,0.006224579,2182.554117,238.2976718,0,0,0.001830758,0.001785431,0.236740576,0.31616408,0,0,0,0,1.628833128,0,2080.031657,0.66518847,0.166514805,52.59067358,0.083558164,0.019764719,200.2123889,888.9411444,14.4716006,8.583014701,2.072556762,0,0,0.531652258,0.006433906,285,1.295011086,2.920155211,117.4292239,178.7166519,8.951292099,12.56343058,1057.874723,744.4968511,17.40788,100,202.1878788,100,0,4.495603159,0,0,1.295336788,0,18.393782383,13.21243523,14.50777202,5.079532909,0.193951353,2.146480675
"9.25754",13413122,4,0.0981,129.9582,84.60550459,61,0,0,0,0,252.8582569,0,0,0.007694782,0,0.291743119,0.3,0,0,0,0,0,0,0,0,0,28.35820896,0,0,136.0836029,904.993864,14.3039581,8.535858338,0,0,0,0.654056458,0.006335813,285,0.61,3.21,124.15,178.3,22.16955552,37.56225983,897.4954128,775.7809596,36.51774,104,202.1878788,100,0,100,0,0,0,0,0,71.64179104,0,6.531067928,0.153508007,0.488434567
"9.25763",13413140,4,0.4509,135.0018,83.52694611,61,0,0,0,0,255.7163273,0,0,0.007407309,0,0.288023952,0.3,0,0,0,0,0,0,0,0,0,74.19354839,0,0,151.527253,903.0574744,14.30432785,8.52212201,1.12632121,0,0,0.651843161,0.006299701,285,1.172794411,2.966007984,118.4924351,178.6507385,21.06176074,36.67229189,842.5409182,776.1745443,36.51774,103.666666666667,202.1878788,100,0,100,0,0,0,0,0,25.806451613,0,6.519023665,0.148543263,0.472637656
"9.25771",13413156,4,0.1395,141.6537,84.75483871,61,0,0,0,0,245.9555484,0,0,0.00705947,0,0.292258065,0.3,0,0,0,0,0,0,0,0,0,81.55339806,0,0,226.9564056,902.6839706,14.3147914,8.522475218,3.92065501,0,0,0.677709089,0.006466352,285,1.37,2.89,116.73,178.76,22.63835576,36.4830604,942.5612903,776.3610898,36.51774,103.5,202.1878788,100,0,100,0,0,0.970873786,0,0,17.47572816,0,6.391601251,0.14040462,0.494607187
"9.25778",13413170,6,3.1554,2830.1868,79.53080434,54.72019395,0,0,0.006006671,2106.14794,246.2492071,0.000353334,0,0.004593336,0.001729092,0.315196805,0.345521962,0,0,0,0,1.571811444,0.000353334,2007.214556,0.256702795,0.161830307,76.71480144,0.080921509,0.019141049,210.6074687,888.8871915,14.44258325,8.579268076,1.577159009,0,0,0.539893692,0.0064577,285,0.900473474,3.087695379,121.3140616,178.4758129,8.951292099,13.55861368,893.7584141,746.1321316,27.57873,100,202.1878788,100,0,7.549420413,0,0,5.23465704,0,1.624548736,5.59566787,10.830324909,5.145674279,0.24618813,2.112829483
"9.25783",13413180,4,0.6129,145.8387,78.56828194,60.43318649,0,0,0,0,252.8842878,0,0,0.006856891,0,0.290837004,0.320323054,0,0,0,0,0,0,0,0,0,53.22580645,0,0,180.3245301,901.6906301,14.32862481,8.525346505,3.863150161,1.631587535,0.002924392,0.685689052,0.006570107,285,1.266475771,3.07328928,115.0455947,178.8667254,31.40789262,35.92109697,872.6872247,776.3914702,33.65547,103.333333333333,202.1878788,100,0,100,0,0,11.693548387,0,6.85483871,28.22580645,0,6.473568076,0.136743637,0.481710538
"9.25794",13413202,6,0.2034,2840.0994,80.84070796,54.49115044,0,0,0.005985706,2098.797,234.6003097,0.0003521,0,0.004577305,0.00172366,0.334513274,0.36,0,0,0,0,1.56632546,0.0003521,2000.208915,0,0.161265482,88.4057971,0.080667305,0.01908092,217.2555138,888.5722227,14.48525791,8.621293283,1.131720901,0,0,0.53976984,0.006449003,285,0.61,3.21,124.15,178.3,9.426494712,13.54305319,1117.588496,746.2338286,17.40788,100,202.1878788,100,0,7.872094195,0,0,0,0,0,0,11.5942029,5.140679126,0.245414762,2.110225667
"9.25813",13413242,4,2.493,152.4132,68.65776173,60.64259928,0,0,0,0,263.2095957,0,0,0.006561112,0,0.247090253,0.314296029,0,0,0,0,0,0,0,0,0,28.93401015,0,0,162.5546669,902.3624575,14.25755613,8.513302663,6.361476905,0.401123145,0.000623574,0.688916708,0.006610283,285,1.35267148,2.917379061,116.4783899,178.7759422,35.83542511,35.91963608,798.1176895,776.5416007,32.90963,103,202.1878788,100,0,100,0,0,20.812182744,3.807106599,3.553299492,39.84771574,3.045685279,6.592065713,0.175590012,0.497009018
"9.25821",13413258,6,1.8999,2843.7849,79.828991,54.46755092,0,0,0.005977949,2096.076992,243.140469,0.000351644,0,0.004571372,0.001720887,0.325755566,0.355262909,0,0,0,0,1.564295527,0.000351644,1997.616676,0.3315964,0.161278021,76.16387337,0.080537495,0.019050215,191.569062,888.6792843,14.43967375,8.601794224,1.499387535,0,0,0.539421951,0.006443588,285,0.723405969,3.165585031,123.1201279,178.3638465,9.377352095,13.53601847,856.6755092,746.3213724,25.47367,100.25,202.1878788,100,0,7.991490495,0,0,9.869646182,0,1.303538175,4.096834264,8.566108008,5.145416642,0.24501984,2.11395436
"9.25828",13413272,4,1.5804,129.1608,51.02733485,58,0,0,0.007742287,76.39965067,225.7587472,0,0,0,0,0.215381549,0.31285877,0,0,0,0,0,0,76.39965067,0,0.118456993,3.988603989,0.070033174,0.007371913,107.1965933,892.084539,14.36550141,8.825629372,1.422656765,0.632751202,0.000481081,0.503248664,0.003451428,285,1.869908884,7.447015945,150.1848292,75.51627563,51.19587887,24.72395547,956.5740319,856.2573652,17.40788,107,202.1878788,0,99.999999996,84.68769162,15.312308381,0,10.541310542,0,0.854700855,18.8034188,65.811965812,3.553262071,0,17.722078883
"9.25832",13413280,4,0.8514,155.7738,61.70930233,60.28964059,0,0,0,0,251.1111839,0,0,0.006419565,0,0.229534884,0.325031712,0,0,0,0,0,0,0,2.642706131,0.014444021,33.75,0,0,131.3846718,900.6637861,14.32446523,8.529009774,7.677331551,1.174536058,1.17e-05,0.693312996,0.006634398,285,1.174968288,3.222367865,113.6755814,178.9535307,28.9338176,35.49102452,850.2315011,776.7403832,29.04348,103,202.1878788,100,0,100,0,0,25.83333333,0,0,40.41666667,0,6.758174506,0.171941481,0.486681821
"9.25837",13413290,4,0.2835,139.8087,50.18412698,58,0,0,0.007152631,70.58101534,223.153873,0,0,0,0,0.187555556,0.282666667,0,0,7.301587302,0,0.014805946,0,70.58101534,0,0.110078987,10.94890511,0.067762759,0.007132922,138.2280406,891.3365837,14.38251025,8.838315071,0.030696149,0,0,0.472073626,0.003208579,285,1.650920635,13.27647619,151.8097778,109.0786984,51.19587887,25.58215221,1013.053968,861.8228887,17.40788,107,202.1878788,0,92.6984127,78.65819509,21.326998959,0,0,0,1.459854015,27.00729927,60.583941606,3.49156532,0,18.55629659
"9.25841",13413298,6,0.6714,2861.8173,55.16219839,54.89812332,0,0,0.005940281,2082.869546,240.0950134,0.000349428,0,0.004542568,0.001711564,0.228257373,0.36,0,0,0,0,1.554438853,0.000349428,1985.029631,2.278820375,0.160985119,36.72922252,0.081025418,0.018947008,132.5667918,888.8519943,14.44778327,8.610452605,0.982176153,0,0,0.539866748,0.006444113,285,0.61,3.21,124.15,178.3,9.679936105,13.53002933,827.116622,746.4806568,17.40788,100.666666666667,202.1878788,100,0,8.571238981,0,0,0,0,34.85254692,10.9919571,17.426273458,5.148040833,0.243692418,2.112822503
"9.25853",13413326,4,2.313,163.2672,75.38871595,60,0,0,0,0,253.0730545,0,0,0.006124929,0,0.289595331,0.334536965,0,0,0,0,0,0,0,0.46692607,0.020396013,22.4137931,0,0,142.7345641,899.4582319,14.30957907,8.527486646,3.144043426,0,0,0.692116971,0.006642415,285,0.91688716,3.612066148,110.0943035,179.1804436,8.016637924,35.05657798,837.0490272,777.3740408,24.91055,103.2,202.1878788,100,0,100,0,0,0,0,8.374384236,67.487684725,1.724137931,6.622127802,0.164924246,0.503158719
"9.25858",13413336,4,0.5139,189.0738,68.10683012,59.96847636,0,0,0,0,247.3547811,0,0,0.00528894,0,0.241838879,0.307425569,0,0,0,0,0,0,0,2.802101576,0.026656258,48.75621891,0,0,112.5518624,898.1471799,14.32590956,8.536353544,2.215029939,1.945903872,1.95e-05,0.682273271,0.006381735,285,1.232574431,3.469404553,133.9047636,139.3150088,8.016637924,32.78545652,839.8861646,778.1422587,25.13884,103,202.1878788,100,0,100,0,0,5.472636816,0,7.462686567,29.35323383,8.95522388,6.566665003,0.147257026,0.536614586
"9.25860",13413342,4,6.8796,153.1485,53.54997384,56.91418106,0,0,0.00652961,64.43314822,226.73486,0,0,0,0,0.213657771,0.302309001,0,0,67.38618524,0,3.761643111,0,64.43314822,0.196232339,0.109305674,16.37323944,0.064269526,0.006765213,148.6660381,890.8210386,14.36364726,8.823646296,1.77599157,0.145357288,0.000132474,0.4505431,0.00306356,285,1.604700419,9.687098378,147.8348993,103.6331515,51.19587887,26.35009288,932.2018577,864.8083801,23.4687,107,202.1878788,0,32.613814758,73.48103311,22.757323771,0,4.577464788,0,21.3028169,1.056338028,56.690140842,3.453641376,0,19.223353518
"9.25863",13413350,4,2.7945,155.943,60.8489533,55.01191626,0,0,0.006412599,63.27850561,226.191211,0,0,0,0,0.224180354,0.28,0,0,11.17552335,0,3.894499913,0,63.27850561,2.254428341,0.147746292,48.36223507,0.209427565,0.006648494,135.6390014,895.2822663,14.36709503,8.831758296,2.641108831,0.357845768,0.000184945,0.448881963,0.003011975,273.8592593,1.714711755,11.72913043,151.6695652,98.68043478,51.19587887,26.77875331,948.2515298,866.3036821,11.48766,107,202.1878788,0,88.82447665,72.16425232,23.94124776,0,0,0,9.633911368,0,33.526011562,3.394056246,0,19.470115017
"9.25866",13413358,4,0.2907,156.4605,64,55,0,0,0.00639139,63.06920916,219.0091641,0,0,0,0,0.235975232,0.28,0,0,0,0,3.881618683,0,63.06920916,4.953560372,0.199603095,83.09178744,0.206903347,0.00656836,107.3636456,895.9682407,14.41466673,8.86566734,2.097160698,0,0,0.447397266,0.003002013,269.4272446,1.438916409,5.430681115,150.7411765,135.4839319,51.19587887,27.07305148,944.4241486,866.6873652,15.86926,107,202.1878788,8.359133127,91.64086687,71.97618568,24.14219564,0,0,0,0,0,16.908212557,3.353147887,0,19.494893097
"9.25869",13413364,4,0.81,193.3002,75.11,58.97888889,0,0,0,0,245.0235889,0,0,0.0051733,0,0.283566667,0.327888889,0,0,0,0,0,0,0,3.666666667,0.041438136,50,0.002411963,0,106.3456679,897.1218787,14.33633656,8.547209313,2.18258416,0,0,0.682875651,0.006387516,285,1.283166667,3.450188889,136.1343,135.6739,8.016637924,31.95266025,972.4244444,778.6965797,20.33806,102.666666666667,202.1878788,100,0,100,0,0,0,0,0.523560209,45.02617801,4.188481675,6.456825857,0.142305837,0.557163531
"9.25871",13413370,4,2.4822,155.6307,54.64394489,55.05184917,0,0,0.006425467,63.40548491,219.8784228,0,0,0,0,0.201319797,0.28,0,0,60.04350979,0,4.659299226,0,63.40548491,1.160261059,0.126067672,35.24752475,0.063190102,0.00665159,190.8107682,891.6867816,14.4124977,8.863875594,1.163748239,0.402868423,0.000186701,0.449782723,0.003017676,285,1.910177665,7.357403916,151.2604351,72.17537346,51.19587887,26.76738442,1009.114576,867.1099622,7.118795,107.428571428571,202.1878788,33.28498912,6.671501088,72.83993454,22.500766236,0,0,0,6.534653465,0,58.21782178,3.395636557,0,19.878275908
"9.25879",13413386,6,1.5147,2891.781,74.02495544,54.16755793,0,0,0.00587873,2061.287525,240.7943494,0.000345808,0,0.004495499,0.001693625,0.263190731,0.309114676,0,0,0,0,1.53833226,0.000345808,1964.461396,1.307189542,0.160686442,83.91608392,0.080176205,0.018748428,171.5831689,891.6784438,14.40928645,8.61341532,3.817340046,0.660196739,6.6e-06,0.542572207,0.006457989,285,1.584010695,3.414836601,135.1902317,129.5221331,9.679936105,13.47920648,899.5050505,746.9303508,25.85573,102,202.1878788,100,0,9.51859425,0,0,6.293706293,0,0.34965035,0,9.44055944,5.144690612,0.241443172,2.101043358
"9.25883",13413394,4,2.4696,197.2026,58.78206997,57.44278426,0,0,0,0,256.0939031,0,0,0.005070927,0,0.194919825,0.292037172,0,0,0,0,0,0,0,10.09475219,0.190768276,19.43319838,0.04956688,0,95.14998623,896.7249581,14.28853096,8.559405789,1.689815023,0,0,0.674433299,0.006322555,285,1.294365889,3.445648688,136.661086,134.8135933,8.016637924,31.44023378,941.6395773,780.7433573,30.13154,103,202.1878788,100,0,100,0,0,1.012145749,0,22.06477733,28.74493927,24.69635628,6.351641608,0.139259329,0.859159251
"9.25893",13413414,6,0.8982,2899.4733,66.51402806,54.501002,0,0,0.005863134,2055.818931,239.0671743,0.00034489,0,0.004483573,0.001689417,0.237004008,0.31,0,0,0,0,1.534251066,0.00034489,1959.249682,0.501002004,0.160508462,57.10227273,0.07997701,0.018701848,130.2186943,892.6525436,14.41368721,8.622512548,0.526302881,0,0,0.543202105,0.006456854,285,1.753446894,3.527805611,143.8935271,108.7675752,9.679936105,13.467992,903.5370741,747.0697875,24.68418,102,202.1878788,100,0,9.758641336,0,0,0,0,15.340909088,0,27.556818186,5.15425984,0.243580172,2.111332256
"9.25905",13413438,6,0.3546,2914.281,60.94416244,54.87817259,0,0,0.005833343,2045.373147,233.3537563,0.000343138,0,0.004460792,0.001681766,0.21715736,0.31,0,0,0,0,1.52645541,0.000343138,1949.294574,0,0.160125259,64.31095406,0.08127977,0.018617154,164.3009888,893.1068896,14.43052298,8.63963754,0.769816998,0,0,0.543530291,0.006444618,285,1.75319797,3.559746193,152.4,95.46532995,9.679936105,13.45344328,1065.489848,747.3105575,17.65039,102,202.1878788,100,0,10.217165057,0,0,0,0,9.893992933,2.120141343,23.67491166,5.162097896,0.242477081,2.116755287
"9.25915",13413458,6,0.2727,2970.801,41.34653465,54.82838284,0,0,0.006058972,2237.726613,243.3557426,0.00033661,0,0.004712534,0.00165153,0.147326733,0.31,0,0,0,0,1.497414334,0.000673219,2143.475951,1.650165017,0.163895192,36.66666667,0.079818424,0.01843107,138.5638647,893.3297306,14.40677022,8.633253208,0.720168951,0,0,0.544970868,0.006433419,285,1.849570957,3.678052805,152.4,89.00174917,9.679936105,13.50603192,784.009901,748.0892281,23.27328,102,202.1878788,100,0,11.925298936,0,0,0,0,45,0.833333333,17.500000003,5.221195136,0.238117534,2.082859551
