Type,NAWQA,NRSA,WSA,DRAINAGE,SLOP_PCT,ELEV_AVG,ELEV_MIN,ELEV_MAX,ELEV_RNG,ECO3_39,ECO3_45,PPTAVG_C,PPTAVG_B,T_AVG_C,T_AVG_B,T_MIN_B,T_MAX_B,C_Mnprecp,Mnprecip,WD_JAN,WD_MAR,WD_APR,WD_JUL,WD_AUG,Wetdays,ET,PET_B,FST32F_B,LST32F_B,TOPWET,RF,PERHOR,Wat_Tab,CLAYAVE,SANDAVE,KFACT_UP,NO10_AV,BDAVE,MgO_PCT,RECHARGE,Year,DoY,CHIRNTAX,CHIRPIND,CHIRPTAX,CRUSNTAX,CRUSPIND,CRUSPTAX,DIPTNTAX,DIPTPIND,DIPTPTAX,EPHENTAX,EPHEPIND,EPHEPTAX,EPOTNTAX,EPOTPIND,EPOTPTAX,EPT_NTAX,EPT_PIND,EPT_PTAX,MOLLNTAX,MOLLPIND,MOLLPTAX,NOINNTAX,NOINPIND,NOINPTAX,ODONNTAX,ODONPIND,ODONPTAX,OLLENTAX,OLLEPIND,OLLEPTAX,ORTHNTAX,ORTHPIND,ORTHPTAX,PLECNTAX,PLECPIND,PLECPTAX,TANYNTAX,TANYPIND,TANYPTAX,TRICNTAX,TRICPIND,TRICPTAX,ORTHCHIRPIND,COFINTAX,COFIPIND,COFIPTAX,COFITRICNTAX,COFITRICPIND,COFITRICPTAX,COGANTAX,COGAPIND,COGAPTAX,PREDNTAX,PREDPIND,PREDPTAX,SCRPNTAX,SCRPPIND,SCRPPTAX,SHRDNTAX,SHRDPIND,SHRDPTAX,BURRNTAX,BURRPIND,BURRPTAX,CLMBNTAX,CLMBPIND,CLMBPTAX,CLNGNTAX,CLNGPIND,CLNGPTAX,SPWLNTAX,SPWLPIND,SPWLPTAX,SWIMNTAX,SWIMPIND,SWIMPTAX,FACLNTAX,FACLPIND,FACLPTAX,INTLNTAX,INTLPIND,INTLPTAX,NTOLNTAX,NTOLPIND,NTOLPTAX,STOLNTAX,STOLPIND,STOLPTAX,TL01NTAX,TL01PIND,TL01PTAX,TL23NTAX,TL23PIND,TL23PTAX,TL45NTAX,TL45PIND,TL45PTAX,TL67NTAX,TL67PIND,TL67PTAX,TOLRNTAX,TOLRPIND,TOLRPTAX,WTD_TV,HPRIME,DOM1PIND,DOM3PIND,DOM5PIND,CHIRDOM1PIND,CHIRDOM3PIND,CHIRDOM5PIND,TOTLNTAX,TotRich,EphemeropteraRich,EphemeropteraAbun,PlecopteraRich,PlecopteraAbun,TrichopteraRich,TrichopteraAbun,NonInsectRich,NonInsectAbun,ChironRich,ChironAbun,Top3Abun,Top5Abun,TraitRich,Volt_1Rich,Volt_2Rich,Volt_3Rich,Devl_1Rich,Devl_2Rich,Devl_3Rich,Sync_1Rich,Sync_2Rich,Life_1Rich,Life_2Rich,Life_3Rich,Exit_1Rich,Exit_2Rich,Desi_1Rich,Desi_2Rich,Disp_1Rich,Disp_2Rich,Flgt_1Rich,Flgt_2Rich,Drft_1Rich,Drft_2Rich,Drft_3Rich,Crwl_1Rich,Crwl_2Rich,Crwl_3Rich,Swim_1Rich,Swim_2Rich,Swim_3Rich,Atch_1Rich,Atch_2Rich,Armr_1Rich,Armr_2Rich,Armr_3Rich,Shpe_1Rich,Shpe_2Rich,Resp_1Rich,Resp_2Rich,Size_1Rich,Size_2Rich,Size_3Rich,Rheo_1Rich,Rheo_2Rich,Rheo_3Rich,Ther_1Rich,Ther_2Rich,Ther_3Rich,Habi_1Rich,Habi_2Rich,Habi_3Rich,Habi_4Rich,Habi_5Rich,Trop_1Rich,Trop_2Rich,Trop_3Rich,Trop_4Rich,Trop_5Rich,TraitAbun,Volt_1Abun,Volt_2Abun,Volt_3Abun,Devl_1Abun,Devl_2Abun,Devl_3Abun,Sync_1Abun,Sync_2Abun,Life_1Abun,Life_2Abun,Life_3Abun,Exit_1Abun,Exit_2Abun,Desi_1Abun,Desi_2Abun,Disp_1Abun,Disp_2Abun,Flgt_1Abun,Flgt_2Abun,Drft_1Abun,Drft_2Abun,Drft_3Abun,Crwl_1Abun,Crwl_2Abun,Crwl_3Abun,Swim_1Abun,Swim_2Abun,Swim_3Abun,Atch_1Abun,Atch_2Abun,Armr_1Abun,Armr_2Abun,Armr_3Abun,Shpe_1Abun,Shpe_2Abun,Resp_1Abun,Resp_2Abun,Size_1Abun,Size_2Abun,Size_3Abun,Rheo_1Abun,Rheo_2Abun,Rheo_3Abun,Ther_1Abun,Ther_2Abun,Ther_3Abun,Habi_1Abun,Habi_2Abun,Habi_3Abun,Habi_4Abun,Habi_5Abun,Trop_1Abun,Trop_2Abun,Trop_3Abun,Trop_4Abun,Trop_5Abun,PTVlt6tol,PTVlt6tax,PTVgt8tol,PTVgt8tax,Iontol,Iontax,Nutrienttol,Nutrienttax,DOTemptol,DOTemptax,SusSedtol,SusSedtax,Finestol,Finestax,
BDB29660,C,1,0,0,59.6421,19.41,296.62,142.33,614.28,471.95,0,0,104,109.5,10.73,10.65,4.88,16.73,62.87,65.87,7.42,9.03,10,9,9,1.86,64.71,694.29,281.36,123.9,11.1,118.148,0.46,-29.07,23.9,26.61,0.24,64.84,1.39,2.44,162.81,1995,219,8,9.06,24.24,0,0,0,13,20.13,39.39,5,32.21,15.15,10,45.3,30.3,10,45.3,30.3,1,1.34,3.03,3,11.74,9.09,0,0,0,1,2.01,3.03,1,0.34,3.03,1,0.67,3.03,3,5.03,9.09,4,12.42,12.12,3.7,4,15.44,12.12,1,4.36,3.03,9,29.19,27.27,12,29.19,36.36,8,32.21,24.24,5,16.78,15.15,5,4.36,15.15,4,3.69,12.12,18,50.34,54.55,8,28.52,24.24,2,8.05,6.06,18,57.05,54.55,10,30.87,30.3,22,75.5,66.67,2,9.06,6.06,2,6.04,6.06,11,42.95,33.33,9,26.51,27.27,6,12.42,18.18,2,9.06,6.06,3.99,2.9,16.67,41.85,54.81,33.33,74.07,88.89,33,33,5,96,1,2,4,37,3,35,8,29,113,151,39,6,26,7,15,22,1,7,31,21,11,7,25,14,31,8,25,13,35,1,18,8,12,16,20,3,28,10,1,33,6,27,8,4,6,33,12,27,21,16,2,9,23,7,2,36,1,12,0,9,16,2,16,3,7,9,4,300,71,204,25,106,184,4,84,210,158,49,93,252,48,204,96,228,47,264,1,89,91,95,89,183,28,166,111,23,258,42,170,90,40,51,249,120,180,182,109,9,71,175,54,2,291,7,37,0,85,130,48,150,36,39,63,12,3.361538462,22,8.5,2,5.685858586,33,5.104040404,33,5.732323232,33,5.642424242,33,5.132323232,33
BDB29661,C,1,0,0,61.1649,29.84,907.91,614.94,1321.14,706.2,0,0,112.1,113.3,9.32,9.22,2.71,14.98,68.93,69.46,9,10.31,10.44,11.02,10.85,1.97,61.9,611.56,271.08,134.49,9.96,124.842,1.05,-37.87,18.74,35.21,0.22,61.63,1.42,1.26,169.9,1995,226,6,16.84,28.57,1,0.34,4.76,9,26.12,42.86,3,39.86,14.29,9,70.1,42.86,9,70.1,42.86,0,0,0,2,3.44,9.52,0,0,0,0,0,0,2,2.06,9.52,2,3.44,9.52,2,4.12,9.52,4,26.8,19.05,12.24,6,38.14,28.57,3,26.12,14.29,5,39.86,23.81,6,13.06,28.57,2,3.44,9.52,4,9.62,19.05,2,1.72,9.52,3,8.59,14.29,11,53.26,52.38,7,8.25,33.33,2,6.19,9.52,11,83.85,52.38,7,7.9,33.33,15,87.29,71.43,1,3.09,4.76,3,3.09,14.29,7,59.45,33.33,5,24.74,23.81,3,4.47,14.29,1,3.09,4.76,3.93,2.65,16.53,39.67,55.37,40.82,81.63,95.92,21,21,3,116,2,10,4,78,2,10,6,52,154,191,27,1,20,6,14,12,1,5,21,15,9,3,18,9,22,5,15,11,20,5,10,7,9,13,10,4,19,5,3,20,7,21,5,1,6,21,8,19,16,8,3,4,13,10,4,23,0,7,1,5,11,3,9,8,1,6,3,203,1,128,74,114,87,2,25,177,107,85,11,150,53,189,14,135,59,161,32,93,48,53,102,93,8,158,26,19,102,101,185,9,9,34,169,60,143,128,68,7,41,54,108,10,193,0,41,2,16,117,27,59,102,9,28,5,3.526086957,15,8,1,4.705797101,23,5.279710145,23,4.637681159,23,4.47826087,23,4.733333333,23
BDB29662,C,1,0,0,31.4577,35.52,819.08,487.92,1244.79,756.87,0,0,101,107.6,10.56,9.62,3.46,15.65,51.06,56.78,8.31,9.95,9.95,11,11.4,1.94,63.26,654.73,272.58,133.67,9.62,113.646,0.2,-42.89,16.99,38.81,0.2,57.94,1.39,1.16,151.08,1995,227,14,30.74,37.84,1,0.35,2.7,19,35.69,51.35,3,16.25,8.11,13,55.48,35.14,12,55.12,32.43,0,0,0,3,4.95,8.11,1,0.35,2.7,1,2.83,2.7,7,5.65,18.92,4,13.43,10.81,4,22.26,10.81,5,25.44,13.51,18.39,6,29.33,16.22,3,19.43,8.11,12,37.46,32.43,13,24.73,35.14,4,2.83,10.81,5,13.78,13.51,5,7.07,13.51,5,19.79,13.51,17,62.9,45.95,15,28.27,40.54,1,12.37,2.7,19,61.48,51.35,10,28.62,27.03,22,61.13,59.46,2,2.12,5.41,5,12.01,13.51,9,27.56,24.32,8,21.55,21.62,9,30.04,24.32,4,3.18,10.81,3.93,3.02,14.4,35.2,48.4,41.86,79.07,86.05,37,37,3,46,4,38,5,72,3,14,14,93,88,128,43,6,28,9,25,17,0,8,33,26,11,6,23,20,38,5,21,21,35,5,16,7,19,24,13,6,33,6,4,38,5,33,7,3,6,37,12,31,28,10,5,7,28,8,11,32,0,18,1,8,12,4,19,6,2,11,5,288,30,153,105,149,131,0,65,214,161,107,20,179,109,276,12,155,128,237,37,104,70,109,150,101,37,199,44,45,232,56,248,31,9,63,225,58,230,154,99,35,71,134,83,43,245,0,99,15,28,97,49,134,65,4,53,32,3.440740741,22,8.25,2,4.361349206,30,5.364920635,30,4.690079365,30,4.832171717,30,5.527460317,30
BDB29664,C,1,0,0,29.3463,23.05,562.7,272.89,889.19,616.3,0,0,106.1,107.5,10.42,10.39,3.73,17.54,58.46,58.35,7.9,9.16,10,11.19,9.56,1.88,67.61,663,277.59,129.77,9.71,107.598,1.6,-47.91,18.47,32.06,0.23,55.49,1.38,2.16,129.27,1995,223,7,5.48,18.92,0,0,0,12,16.78,32.43,5,31.16,13.51,15,64.73,40.54,14,61.64,37.84,2,2.4,5.41,5,11.64,13.51,1,3.08,2.7,1,6.16,2.7,3,3.77,8.11,4,8.9,10.81,2,0.68,5.41,5,21.58,13.51,68.75,8,32.53,21.62,3,18.84,8.11,11,26.37,29.73,10,27.4,27.03,8,14.04,21.62,5,8.56,13.51,5,13.36,13.51,3,3.08,8.11,22,55.82,59.46,7,12.67,18.92,3,18.15,8.11,19,55.48,51.35,13,33.9,35.14,28,76.71,75.68,2,3.08,5.41,6,11.64,16.22,13,43.15,35.14,9,21.92,24.32,5,14.73,13.51,3,5.14,8.11,3.57,3.12,14.29,32.26,45.16,43.75,68.75,87.5,37,37,5,91,4,26,5,63,5,34,7,16,77,111,42,9,23,9,18,20,2,9,31,21,11,9,30,11,33,8,27,13,31,7,19,11,10,15,18,8,29,8,4,33,8,24,13,4,9,32,17,24,23,13,5,6,23,12,6,34,0,11,0,6,19,5,17,8,3,10,3,285,59,172,53,97,160,9,89,177,142,85,57,232,52,257,27,218,58,210,47,139,54,83,79,129,76,161,50,73,219,65,206,52,26,101,183,92,192,107,127,50,22,151,111,39,244,0,45,0,30,128,81,87,93,22,66,16,3.238235294,28,8,2,4.973809524,35,4.985034014,35,4.567006803,35,5.080612245,35,4.902721088,35
BDB31094,C,1,0,0,16.4214,5.68,102.43,50.72,140.68,89.96,0,100,109.8,109.8,13.06,13.06,7.05,19.3,70.14,70.14,8,8,9,9,8,1.76,70.87,784.06,296.57,106.56,12.31,153.355,1,-17.43,29.32,24.54,0.35,78.37,1.4,1.85,105.71,1994,235,8,28.83,25.81,0,0,0,12,32.12,38.71,4,13.5,12.9,12,51.09,38.71,11,50,35.48,1,1.09,3.23,3,10.22,9.68,1,1.09,3.23,1,0.36,3.23,3,10.95,9.68,2,9.49,6.45,2,10.22,6.45,5,27.01,16.13,37.97,8,27.01,25.81,3,14.23,9.68,10,16.42,32.26,12,39.05,38.71,3,20.07,9.68,3,17.88,9.68,5,12.77,16.13,1,3.65,3.23,17,65.69,54.84,7,25.18,22.58,2,2.55,6.45,17,41.24,54.84,9,33.21,29.03,21,62.04,67.74,2,9.85,6.45,2,9.49,6.45,12,38.69,38.71,7,13.87,22.58,5,12.41,16.13,2,9.85,6.45,3.36,2.83,12.22,34.39,53.85,34.18,84.81,96.2,31,31,4,37,2,26,5,74,3,28,8,81,76,121,41,5,29,7,19,18,3,12,28,22,13,6,26,15,34,7,21,19,33,4,21,6,13,20,12,9,31,7,3,34,7,26,12,3,8,33,14,27,23,13,5,7,25,9,5,34,0,16,0,7,14,4,14,7,4,13,3,276,20,218,38,161,107,7,31,244,166,78,32,188,88,241,35,122,130,237,11,106,58,88,164,79,33,187,82,7,202,74,186,63,27,68,208,96,180,187,66,23,56,161,59,34,239,0,77,0,42,126,31,72,45,60,77,22,3.544827586,21,8,2,5.258333333,34,5.565686275,34,5.919117647,34,5.610606061,33,5.202941176,34
BDB34123,C,1,0,0,14.5269,14.61,272.5,208.06,480.78,272.72,0,0,142.2,143.9,14.5,14.46,8.9,21.78,89,89.54,10,10,8,9.79,8.79,1.94,73.06,818.14,296,103.36,12,299.98,7.03,-25.52,34.39,19.76,0.28,61.69,1.44,3.31,265.79,2000,160,6,7.02,20,1,0.33,3.33,12,13.38,40,5,5.69,16.67,12,24.41,40,10,23.41,33.33,1,0.67,3.33,3,5.69,10,2,1,6.67,0,0,0,2,3.01,6.67,1,3.68,3.33,2,2.01,6.67,4,14.05,13.33,42.86,5,8.36,16.67,2,2.68,6.67,8,6.69,26.67,9,13.71,30,7,70.9,23.33,3,1.67,10,2,1,6.67,4,2.68,13.33,16,84.28,53.33,9,8.36,30,1,1.34,3.33,16,71.57,53.33,7,20.4,23.33,18,88.29,60,2,5.02,6.67,3,15.05,10,10,65.89,33.33,5,7.36,16.67,5,3.68,16.67,2,5.02,6.67,3.52,1.99,55.47,69.06,76.6,23.81,61.9,90.48,30,30,5,17,1,11,4,42,3,17,6,22,186,215,35,6,20,7,13,18,3,8,25,17,9,8,26,8,28,6,21,12,25,6,17,7,9,13,15,6,23,8,3,28,5,19,8,7,9,25,10,23,21,8,5,5,17,12,5,28,1,8,1,4,18,3,12,5,8,8,1,300,174,100,23,55,235,8,26,271,51,58,189,274,24,108,190,246,38,258,23,68,187,29,47,232,19,253,37,8,279,18,59,187,52,28,270,235,62,261,22,15,14,216,68,29,267,2,22,1,11,243,21,194,21,45,37,1,3.37826087,18,8,2,4.906410256,26,5.197435897,26,4.858974359,26,4.721333333,25,5.264102564,26
BDB35113,C,1,0,0,54.8532,14.05,310.13,213.12,437.47,224.35,0,0,146.1,146.1,15.5,15.55,9.36,21.97,79.28,79.21,9.71,9,8,9.09,7,1.84,79.14,857.96,299.31,98.85,11.69,344.311,4.76,-13.71,31.64,28.88,0.25,74.2,1.47,2.76,238.69,2000,158,16,25.42,41.03,1,1.02,2.56,19,27.12,48.72,4,4.41,10.26,9,10.17,23.08,9,10.17,23.08,2,42.03,5.13,5,52.88,12.82,0,0,0,1,1.36,2.56,5,4.07,12.82,0,0,0,3,12.2,7.69,5,5.76,12.82,16,5,14.24,12.82,1,0.68,2.56,19,18.64,48.72,8,17.97,20.51,10,51.86,25.64,4,5.08,10.26,8,10.85,20.51,4,42.03,10.26,21,34.58,53.85,10,11.53,25.64,1,0.34,2.56,27,76.61,69.23,7,7.8,17.95,27,66.44,69.23,1,8.47,2.56,1,1.69,2.56,11,12.2,28.21,15,52.54,38.46,8,18.31,20.51,2,8.81,5.13,4.76,3.06,18.64,40.11,49.72,44,66.67,81.33,39,39,4,13,0,0,5,17,5,156,16,79,172,194,43,9,21,12,22,17,2,6,34,24,9,9,22,20,32,10,17,24,36,1,14,8,19,25,14,3,34,6,2,36,5,28,10,4,7,35,9,33,27,10,5,13,24,5,5,36,1,19,0,5,16,2,25,2,7,6,2,299,152,78,64,110,61,119,125,162,93,31,170,208,86,124,170,59,210,141,2,165,24,80,125,157,12,250,40,4,275,14,108,37,149,13,281,63,231,141,19,134,68,210,16,12,276,6,78,0,19,171,26,109,3,132,46,4,4.022580645,27,8,1,5.446491228,38,5.519298246,38,5.850877193,38,5.175925926,36,5.878070175,38
BDB35116,C,1,0,0,10.4643,12.87,270.11,209.55,439.59,230.04,0,0,145.8,145.5,15.53,15.55,9.41,22.25,79,79,10,9,8,9.05,7,1.85,78.87,860.53,299,99,11.66,340.973,5.19,-20.14,33.83,25.28,0.28,70.89,1.48,7.06,241.67,2000,158,6,7.24,19.35,1,0.69,3.23,9,14.48,29.03,4,21.38,12.9,11,69.31,35.48,11,69.31,35.48,1,4.14,3.23,4,7.24,12.9,0,0,0,1,0.34,3.23,3,1.72,9.68,2,3.45,6.45,1,2.76,3.23,5,44.48,16.13,23.81,4,43.79,12.9,2,37.93,6.45,10,26.21,32.26,7,30.34,22.58,7,15.17,22.58,5,7.24,16.13,4,2.07,12.9,2,6.55,6.45,21,72.07,67.74,5,5.86,16.13,1,14.48,3.23,20,60,64.52,8,33.45,25.81,24,87.93,77.42,1,2.07,3.23,6,10.34,19.35,9,47.93,29.03,9,29.66,29.03,4,5.52,12.9,1,2.07,3.23,3.49,2.7,26.1,47.79,59.84,38.1,85.71,95.24,31,31,4,62,2,10,5,129,4,21,6,21,132,166,35,9,19,7,13,20,1,7,26,14,13,8,25,10,27,8,25,9,28,3,16,10,8,12,18,5,25,6,4,28,6,20,10,5,7,28,15,20,19,10,6,3,22,10,5,30,0,8,0,4,19,4,16,4,6,7,2,290,39,166,85,105,172,12,82,205,104,145,41,261,29,243,47,235,49,244,25,150,89,45,86,190,14,204,24,62,161,127,223,36,31,67,223,70,220,137,132,21,16,132,142,14,276,0,29,0,15,180,66,105,119,28,23,15,3.233333333,24,8,1,4.997395833,32,4.625,32,4.908854167,32,4.561827957,31,4.828125,32
BDB35320,C,1,0,0,116.0883,14.41,283.23,156.25,533.95,377.7,0,0,110.7,112.9,9.48,8.93,3.35,15.01,65,66,8.07,8.42,9.97,9,8,1.86,60.75,653.2,285.78,126.23,12.04,136.429,1.3,-24.83,19.83,28.89,0.23,59.69,1.42,1.59,275.06,1993,172,10,13.65,38.46,1,0.34,3.85,12,17.75,46.15,2,3.07,7.69,6,30.38,23.08,5,30.03,19.23,0,0,0,3,43.34,11.54,1,0.34,3.85,1,39.59,3.85,2,6.14,7.69,0,0,0,2,2.39,7.69,3,26.96,11.54,45,4,28.33,15.38,2,26.62,7.69,10,54.95,38.46,8,25.94,30.77,6,10.92,23.08,3,7.17,11.54,4,47.1,15.38,4,3.75,15.38,15,51.19,57.69,7,10.92,26.92,1,0.34,3.85,15,67.24,57.69,6,22.18,23.08,17,46.42,65.38,1,3.41,3.85,0,0,0,8,31.06,30.77,9,15.36,34.62,6,43.69,23.08,3,4.1,11.54,4.54,2.07,42.65,69.85,77.21,45.95,70.27,83.78,26,26,2,9,0,0,3,79,3,127,10,46,191,218,29,5,17,7,14,14,0,2,25,16,8,5,15,14,24,5,14,14,25,1,11,4,13,16,8,5,24,3,2,24,5,20,8,1,6,23,8,21,16,10,3,8,16,5,4,25,0,13,0,4,10,2,15,4,3,6,1,296,140,142,14,61,119,0,11,168,55,100,141,136,160,261,35,239,47,166,3,224,18,44,178,112,6,275,19,2,209,87,257,29,10,20,276,146,150,68,109,119,22,187,87,27,269,0,164,0,9,112,11,172,79,17,18,10,3.845,17,8,1,5.318165785,27,5.727689594,27,5.572310406,27,5.477505828,26,5.567548501,27
BDB35321,C,1,0,0,43.4268,20.48,692.27,456.23,921.58,465.35,0,0,111.6,117.6,9.11,8.55,3.35,13.13,63.26,69.57,12.66,12.62,12.32,10.66,9.79,2.04,54.47,615.93,274.41,135.03,10.48,119.323,0,-34.19,19.55,28.88,0.22,58.27,1.42,1.7,237.34,1993,174,10,14.19,24.39,1,0.35,2.44,16,21.11,39.02,10,48.1,24.39,21,74.39,51.22,21,74.39,51.22,0,0,0,2,2.08,4.88,0,0,0,0,0,0,3,7.96,7.32,4,10.73,9.76,1,0.35,2.44,7,15.57,17.07,56.1,5,12.46,12.2,2,6.57,4.88,12,55.36,29.27,15,17.65,36.59,6,14.19,14.63,6,18.34,14.63,3,11.42,7.32,3,1.38,7.32,20,55.71,48.78,14,21.8,34.15,5,22.84,12.2,17,51.21,41.46,18,36.33,43.9,31,82.7,75.61,1,1.73,2.44,9,20.07,21.95,14,38.41,34.15,8,24.22,19.51,4,4.84,9.76,1,1.73,2.44,2.77,2.88,20.51,45.3,61.54,60.61,75.76,84.85,41,42,10,139,4,31,7,45,2,6,10,48,107,153,56,4,42,10,27,29,0,12,43,37,14,5,39,17,48,8,38,17,50,4,23,13,19,22,26,8,34,15,7,45,11,40,9,7,16,40,16,40,30,21,5,6,36,14,15,41,0,11,0,13,24,8,23,7,7,11,8,290,8,165,117,191,99,0,124,165,223,58,9,246,44,276,14,241,44,279,5,88,74,123,158,110,22,92,82,116,237,53,235,22,33,136,154,64,226,200,80,10,9,219,62,72,218,0,37,0,45,87,121,161,28,35,31,35,3.163636364,31,8,1,4.179036005,41,4.599767712,41,4.364982578,41,4.375914502,40,4.648432056,41
BDB35322,C,1,0,0,148.5603,12.62,324.86,176.66,711.01,534.35,0,0,105.7,105.5,10.3,9.83,4.06,15.52,60.19,61.3,9,9.98,11,10.03,8.86,1.9,62.29,686.92,285.86,123.51,12.24,112.611,2.21,-36.37,28.31,19.97,0.28,74.2,1.39,7.06,252.87,1993,167,11,38.52,36.67,0,0,0,13,40.74,43.33,7,12.22,23.33,11,33.33,36.67,11,33.33,36.67,1,0.37,3.33,3,18.15,10,0,0,0,1,11.85,3.33,2,12.59,6.67,2,1.48,6.67,3,1.85,10,2,19.63,6.67,32.69,4,37.04,13.33,1,18.89,3.33,14,59.26,46.67,8,20.74,26.67,7,9.26,23.33,2,15.93,6.67,3,40.74,10,4,4.81,13.33,18,56.67,60,7,15.93,23.33,0,2.59,0,17,62.22,56.67,7,15.56,23.33,19,48.15,63.33,2,7.78,6.67,2,1.11,6.67,9,29.63,30,8,17.41,26.67,7,31.11,23.33,4,9.26,13.33,4.31,2.63,17.37,50.53,65.79,55,80,90,30,30,7,33,2,4,2,53,3,49,11,114,109,160,36,7,19,10,19,14,2,9,26,22,8,6,21,15,28,8,18,17,31,2,13,6,16,17,16,3,24,9,3,32,4,27,6,3,10,26,6,30,21,13,2,10,19,7,6,30,0,14,0,3,15,4,22,3,6,4,1,234,55,138,41,113,87,2,35,167,99,67,68,131,103,190,44,142,76,182,3,100,27,91,133,97,4,183,30,21,179,55,191,24,19,34,200,68,166,128,72,34,23,152,59,56,178,0,102,0,7,88,37,146,52,11,20,5,3.681481481,19,8,2,5.776264881,32,5.337202381,32,5.004092262,32,5.39472839,31,5.414136905,32
BDB35494,C,1,0,0,50.3037,11.07,171.78,79.01,317.61,238.6,0,0,113.8,115.5,10.89,10.58,5.23,16.38,73.11,73.6,9,9.98,10,9.02,9,1.81,62.91,702.34,290.1,117.76,12.27,155.65,2.82,-11.25,21.85,28.46,0.3,69.23,1.43,1.04,285.29,2000,244,7,19.53,18.42,1,0.34,2.63,11,26.6,28.95,8,40.74,21.05,18,59.6,47.37,18,59.6,47.37,0,0,0,4,6.06,10.53,0,0,0,1,0.67,2.63,3,1.68,7.89,3,2.69,7.89,2,7.41,5.26,7,16.16,18.42,8.62,7,25.59,18.42,3,11.78,7.89,11,23.91,28.95,16,23.91,42.11,6,20.54,15.79,3,9.76,7.89,4,2.36,10.53,1,8.08,2.63,21,74.75,55.26,9,7.07,23.68,4,11.78,10.53,20,74.07,52.63,14,18.52,36.84,30,84.51,78.95,1,4.38,2.63,8,7.74,21.05,14,34.01,36.84,8,42.76,21.05,4,8.08,10.53,1,4.38,2.63,4.03,3.14,14.59,33.05,45.06,42.11,85.96,94.74,38,38,8,121,3,8,7,48,4,18,7,60,100,134,43,6,27,10,21,21,0,9,32,24,14,5,31,12,38,5,29,13,36,4,17,12,13,16,20,7,27,10,6,34,9,31,10,2,12,31,17,26,22,16,5,5,27,11,7,36,0,11,0,5,20,7,19,7,4,11,2,296,25,143,128,206,88,0,79,214,199,70,27,233,63,270,26,208,75,253,27,107,62,114,135,135,26,146,82,68,233,63,243,39,14,123,173,84,212,179,99,18,89,138,69,26,270,0,57,0,14,143,82,139,53,49,51,4,3.280555556,30,8,1,4.73264411,38,4.622305764,38,4.847431078,38,4.653112203,37,4.732205514,38
BDB35622,C,1,0,0,48.429,11.09,406.39,328.04,786.67,458.63,0,100,148.7,154.8,14.66,14.49,8.37,21.1,100.93,102.01,11,10,9.29,11.48,9.94,1.99,75.62,811.16,300.8,102.01,12.07,297.074,7.24,-18.07,32.2,36.4,0.25,88.77,1.39,3.19,594.76,1993,169,9,11.07,31.03,0,0,0,14,22.49,48.28,6,51.56,20.69,10,75.43,34.48,10,75.43,34.48,0,0,0,2,0.69,6.9,0,0,0,1,0.35,3.45,3,5.88,10.34,1,0.69,3.45,2,1.04,6.9,3,23.18,10.34,53.12,7,31.14,24.14,2,21.8,6.9,14,58.13,48.28,9,11.76,31.03,4,4.84,13.79,2,4.15,6.9,4,2.08,13.79,2,3.81,6.9,16,48.44,55.17,6,10.38,20.69,2,39.1,6.9,20,87.54,68.97,6,11.07,20.69,20,93.77,68.97,1,0.35,3.45,3,2.08,10.34,9,35.64,31.03,8,56.06,27.59,6,4.84,20.69,1,0.35,3.45,4.03,2.62,26.54,50.62,64.2,40.62,75,87.5,29,29,6,149,1,2,3,67,2,2,9,36,143,182,37,4,22,11,20,15,1,12,24,24,9,4,25,12,30,7,22,14,30,5,14,9,13,18,16,3,26,7,4,30,7,28,8,1,9,28,10,27,22,12,3,7,21,9,5,30,2,13,0,5,14,5,17,6,4,7,3,290,5,122,163,197,91,1,152,137,207,79,4,251,39,277,13,242,47,260,28,85,79,125,107,176,7,138,20,132,206,84,278,11,1,146,144,29,261,193,94,3,24,176,90,86,198,6,45,0,11,101,133,171,86,14,10,9,3.675,20,8,1,5.032777778,30,5.354444444,30,4.825,30,5.098333333,30,5.523333333,30
